Date,Speed,OccRate,ToVol,Heavy_Ratio,Label
2017-04-02 00:00:00,57.71666666666667,1.27375,31.0,0.0026881720430107525,0
2017-04-02 02:00:00,60.3125,0.7441666666666666,17.791666666666668,0.0023419203747072595,0
2017-04-02 04:00:00,59.39166666666667,1.02375,24.625,0.005076142131979695,0
2017-04-02 06:00:00,58.725,2.30875,59.291666666666664,0.023190442726633873,0
2017-04-02 08:00:00,52.85,4.250416666666667,96.45833333333333,0.01166306695464363,1
2017-04-02 10:00:00,47.74583333333334,7.20625,125.04166666666667,0.011996001332889037,2
2017-04-02 12:00:00,43.36666666666667,7.669583333333333,156.5,0.007987220447284345,2
2017-04-02 14:00:00,43.07916666666667,7.509166666666666,156.5,0.007987220447284345,2
2017-04-02 16:00:00,46.01666666666667,7.112916666666667,136.16666666666666,0.0073439412484700125,2
2017-04-02 18:00:00,46.916666666666664,5.80375,124.70833333333333,0.006014032743067157,1
2017-04-02 20:00:00,46.92083333333333,4.78375,97.58333333333333,0.005550811272416738,1
2017-04-02 22:00:00,53.520833333333336,2.3058333333333336,49.958333333333336,0.0050041701417848205,0
2017-04-03 00:00:00,58.84583333333333,0.8129166666666667,19.458333333333332,0.008565310492505354,0
2017-04-03 02:00:00,64.52916666666667,0.92125,13.333333333333334,0.059375,0
2017-04-03 04:00:00,59.03333333333333,1.7291666666666667,35.041666666666664,0.004756242568370987,0
2017-04-03 06:00:00,48.475,9.987083333333333,178.04166666666666,0.010063187456119824,2
2017-04-03 08:00:00,47.06666666666666,10.21625,190.66666666666666,0.013111888111888112,2
2017-04-03 10:00:00,49.69166666666666,6.391666666666667,135.83333333333334,0.008282208588957054,1
2017-04-03 12:00:00,49.19583333333333,5.703333333333333,136.0,0.008884803921568627,1
2017-04-03 14:00:00,48.10833333333333,6.074583333333333,141.0,0.007387706855791962,1
2017-04-03 16:00:00,47.275,6.826250000000001,146.25,0.009971509971509971,1
2017-04-03 18:00:00,45.26666666666667,6.980416666666667,152.16666666666666,0.0104052573932092,2
2017-04-03 20:00:00,47.3125,5.074583333333333,100.45833333333333,0.004562422231439237,1
2017-04-03 22:00:00,50.800000000000004,3.1108333333333333,67.83333333333333,0.004299754299754301,0
2017-04-04 00:00:00,56.18333333333334,0.9625,23.291666666666668,0.005366726296958855,0
2017-04-04 02:00:00,58.13333333333333,0.49875,11.541666666666666,0.0,0
2017-04-04 04:00:00,56.99166666666667,1.37375,32.0,0.005208333333333333,0
2017-04-04 06:00:00,49.00833333333333,9.0875,154.79166666666666,0.009959623149394348,2
2017-04-04 08:00:00,40.30416666666667,15.251666666666667,195.08333333333334,0.011747116616830413,2
2017-04-04 10:00:00,49.02916666666667,6.297916666666667,137.375,0.007279344858962694,1
2017-04-04 12:00:00,47.9625,6.015416666666667,139.04166666666666,0.012286484866646689,1
2017-04-04 14:00:00,47.9625,6.065833333333334,141.95833333333334,0.009979454065159965,1
2017-04-04 16:00:00,47.15833333333333,6.269583333333333,147.04166666666666,0.010201190138849533,1
2017-04-04 18:00:00,43.23333333333333,8.829166666666667,158.91666666666666,0.012585212375458836,2
2017-04-04 20:00:00,45.94166666666666,5.589166666666666,110.625,0.0037664783427495295,1
2017-04-04 22:00:00,50.64166666666667,3.720833333333333,74.54166666666667,0.005589714924538848,1
2017-04-05 00:00:00,57.34583333333333,1.27375,30.458333333333332,0.0013679890560875513,0
2017-04-05 02:00:00,56.125,0.7275,14.458333333333334,0.005763688760806916,0
2017-04-05 04:00:00,58.87916666666666,1.3325,30.791666666666668,0.002706359945872801,0
2017-04-05 06:00:00,51.166666666666664,7.083749999999999,160.04166666666666,0.010674303566779484,2
2017-04-05 08:00:00,42.083333333333336,13.203333333333333,194.66666666666666,0.010702054794520549,2
2017-04-05 10:00:00,48.975,6.290833333333333,139.625,0.008952551477170993,1
2017-04-05 12:00:00,48.9625,6.128333333333334,135.70833333333334,0.011053116364752839,1
2017-04-05 14:00:00,46.84166666666667,6.5008333333333335,139.54166666666666,0.010152284263959392,1
2017-04-05 16:00:00,44.65,7.016666666666667,144.45833333333334,0.013267955004326506,2
2017-04-05 18:00:00,36.395833333333336,17.3625,159.58333333333334,0.03315926892950392,2
2017-04-05 20:00:00,43.979166666666664,6.610416666666667,97.91666666666667,0.028085106382978724,1
2017-04-05 22:00:00,45.07083333333333,5.070833333333334,81.33333333333333,0.03432377049180328,1
2017-04-06 00:00:00,50.15,3.315,49.625,0.026028547439126786,0
2017-04-06 02:00:00,50.09166666666667,2.2733333333333334,34.125,0.015873015873015872,0
2017-04-06 04:00:00,49.37916666666666,4.366666666666666,46.5,0.03405017921146953,1
2017-04-06 06:00:00,45.112500000000004,9.948333333333332,144.58333333333334,0.013256484149855908,2
2017-04-06 08:00:00,42.34166666666667,12.17125,199.41666666666666,0.012745507730881738,2
2017-04-06 10:00:00,49.637499999999996,6.236666666666667,136.375,0.00977696303085854,1
2017-04-06 12:00:00,47.95416666666667,6.327083333333333,144.79166666666666,0.01064748201438849,1
2017-04-06 14:00:00,47.083333333333336,6.6883333333333335,150.125,0.008048848182070497,1
2017-04-06 16:00:00,47.604166666666664,6.6125,151.54166666666666,0.011273027220236459,1
2017-04-06 18:00:00,42.579166666666666,8.855,159.54166666666666,0.01096892138939671,2
2017-04-06 20:00:00,45.63333333333333,5.535416666666666,114.54166666666667,0.005092761004001455,1
2017-04-06 22:00:00,52.05833333333334,3.516666666666667,72.33333333333333,0.008640552995391706,0
2017-04-07 00:00:00,59.07083333333333,1.085,26.791666666666668,0.004665629860031104,0
